match_no,team_1,team_2,batsmen,wicket_status,R,B,M,fours,sixes,SR,special_role,dismissal_mode,bowler_name,fielder,is_fielder_involved,match_date
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,AB McDonald,c Bracewell b Morkel,30.0,19.0,27.0,4.0,2.0,157.89,normal player,caught,Morkel,Bracewell,1,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,CA Pujara,c Pathan b Morkel,11.0,12.0,18.0,1.0,0.0,91.66,normal player,caught,Morkel,Pathan,1,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,V Kohli,c Nagar b Bracewell,8.0,8.0,13.0,1.0,0.0,100.0,normal player,caught,Bracewell,Nagar,1,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,AB de Villiers,not out,64.0,42.0,64.0,6.0,2.0,152.38,wicket keeper,not out,no bowler,no fielder,0,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,SS Tiwary,lbw b Maxwell,1.0,3.0,4.0,0.0,0.0,33.33,normal player,lbw,Maxwell,no fielder,0,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,MA Agarwal,c Nagar b Nadeem,16.0,15.0,16.0,1.0,1.0,106.66,normal player,caught,Nadeem,Nagar,1,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,DL Vettori,run out (Bracewell/Maxwell),3.0,4.0,8.0,0.0,0.0,75.0,captain,run out,no bowler,no fielder,0,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,R Vinay Kumar,c Morkel b Bracewell,18.0,16.0,26.0,1.0,0.0,112.5,normal player,caught,Bracewell,Morkel,1,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,HV Patel,b Bracewell,0.0,1.0,1.0,0.0,0.0,0.0,normal player,bowled,Bracewell,no fielder,0,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,AJ Finch,lbw b Muralitharan,25.0,24.0,43.0,3.0,0.0,104.16,normal player,lbw,Muralitharan,no fielder,0,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,V Sehwag,c Pujara b Khan,0.0,1.0,3.0,0.0,0.0,0.0,captain,caught,Khan,Pujara,1,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,NV Ojha,c Kohli b Muralitharan,33.0,26.0,28.0,4.0,1.0,126.92,wicket keeper,caught,Muralitharan,Kohli,1,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,Y Venugopal Rao,c Agarwal b McDonald,18.0,23.0,28.0,1.0,0.0,78.26,normal player,caught,McDonald,Agarwal,1,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,GJ Maxwell,c Khan b Muralitharan,3.0,4.0,6.0,0.0,0.0,75.0,normal player,caught,Muralitharan,Khan,1,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,Y Nagar,c Patel b Vettori,16.0,15.0,28.0,2.0,0.0,106.66,normal player,caught,Vettori,Patel,1,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,IK Pathan,run out (Patel/†de Villiers),24.0,15.0,29.0,2.0,1.0,160.0,normal player,run out,no bowler,no fielder,0,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,DAJ Bracewell,not out,12.0,9.0,16.0,1.0,0.0,133.33,normal player,not out,no bowler,no fielder,0,2012-04-07
5th match (D/N),Royal Challengers Bangalore,Delhi Daredevils,M Morkel,not out,2.0,3.0,4.0,0.0,0.0,66.66,normal player,not out,no bowler,no fielder,0,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,M Vijay,b Ankit Sharma,2.0,5.0,1.0,0.0,0.0,40.0,normal player,bowled,Ankit Sharma,no fielder,0,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,F du Plessis,c Christian b Sudhindra,39.0,25.0,36.0,1.0,4.0,156.0,normal player,caught,Sudhindra,Christian,1,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,SK Raina,c & b Christian,16.0,12.0,22.0,3.0,0.0,133.33,normal player,caught,Christian,Christian,1,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,S Badrinath,c Chipli b Christian,25.0,20.0,33.0,3.0,0.0,125.0,normal player,caught,Christian,Chipli,1,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,RA Jadeja,hit wicket b Steyn,48.0,29.0,47.0,3.0,3.0,165.51,normal player,hit wicket,Steyn,no fielder,0,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,MS Dhoni,c Harris b Steyn,7.0,9.0,10.0,0.0,0.0,77.77,captain & wicket keeper,caught,Steyn,Harris,1,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,DJ Bravo,not out,43.0,18.0,28.0,0.0,5.0,238.88,normal player,not out,no bowler,no fielder,0,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,JA Morkel,not out,2.0,3.0,13.0,0.0,0.0,66.66,normal player,not out,no bowler,no fielder,0,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,DJ Harris,c †Dhoni b Bollinger,15.0,14.0,17.0,3.0,0.0,107.14,normal player,caught,Bollinger,†Dhoni,1,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,S Dhawan,c Bravo b Raina,21.0,18.0,26.0,3.0,0.0,116.66,normal player,caught,Raina,Bravo,1,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,PA Patel,b Jadeja,20.0,17.0,26.0,3.0,0.0,117.64,wicket keeper,bowled,Jadeja,no fielder,0,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,CL White,c Raina b Jakati,23.0,16.0,22.0,2.0,1.0,143.75,captain,caught,Jakati,Raina,1,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,B Chipli,b Jadeja,10.0,9.0,8.0,0.0,1.0,111.11,normal player,bowled,Jadeja,no fielder,0,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,DT Christian,c Bravo b Jakati,2.0,3.0,7.0,0.0,0.0,66.66,normal player,caught,Jakati,Bravo,1,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,MS Gony,c Raina b Jadeja,4.0,8.0,6.0,0.0,0.0,50.0,normal player,caught,Jadeja,Raina,1,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,DB Ravi Teja,st †Dhoni b Jadeja,0.0,2.0,4.0,0.0,0.0,0.0,normal player,stumped,Jadeja,†Dhoni,1,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,Ankit Sharma,c Morkel b Bollinger,15.0,8.0,13.0,0.0,2.0,187.5,normal player,caught,Bollinger,Morkel,1,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,DW Steyn,lbw b Jadeja,5.0,8.0,9.0,0.0,0.0,62.5,normal player,lbw,Jadeja,no fielder,0,2012-04-07
6th match (N),Chennai Super Kings,Deccan Chargers,TP Sudhindra,not out,0.0,0.0,1.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2012-04-07
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,R Dravid,run out (Iqbal Abdulla/Bhatia),26.0,24.0,0.0,2.0,2.0,108.33,captain,run out,no bowler,no fielder,0,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,AM Rahane,run out (Gambhir),0.0,4.0,0.0,0.0,0.0,0.0,normal player,run out,no bowler,no fielder,0,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,SP Goswami,b Bhatia,23.0,18.0,0.0,2.0,0.0,127.77,wicket keeper,bowled,Bhatia,no fielder,0,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,AL Menaria,b Lee,40.0,30.0,0.0,4.0,1.0,133.33,normal player,bowled,Lee,no fielder,0,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,BJ Hodge,c †McCullum b Lee,44.0,29.0,0.0,3.0,2.0,151.72,normal player,caught,Lee,†McCullum,1,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,OA Shah,not out,23.0,11.0,0.0,2.0,1.0,209.09,normal player,not out,no bowler,no fielder,0,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,KK Cooper,not out,5.0,5.0,0.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,JH Kallis,c Dravid b Singh,5.0,8.0,0.0,0.0,0.0,62.5,normal player,caught,Singh,Dravid,1,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,BB McCullum,lbw b Chavan,2.0,4.0,0.0,0.0,0.0,50.0,wicket keeper,lbw,Chavan,no fielder,0,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,G Gambhir,c †Goswami b Singh,0.0,1.0,0.0,0.0,0.0,0.0,captain,caught,Singh,†Goswami,1,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,MK Tiwary,b Botha,59.0,49.0,0.0,7.0,0.0,120.4,normal player,bowled,Botha,no fielder,0,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,DB Das,b Cooper,12.0,14.0,0.0,0.0,1.0,85.71,normal player,bowled,Cooper,no fielder,0,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,YK Pathan,c Hodge b Trivedi,15.0,14.0,0.0,0.0,1.0,107.14,normal player,caught,Trivedi,Hodge,1,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,R Bhatia,c & b Trivedi,8.0,8.0,0.0,1.0,0.0,100.0,normal player,caught,Trivedi,Trivedi,1,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,LR Shukla,c Shah b Chavan,8.0,8.0,0.0,0.0,1.0,100.0,normal player,caught,Chavan,Shah,1,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,B Lee,b Cooper,25.0,11.0,0.0,2.0,2.0,227.27,normal player,bowled,Cooper,no fielder,0,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,SP Narine,b Cooper,0.0,1.0,0.0,0.0,0.0,0.0,normal player,bowled,Cooper,no fielder,0,2012-04-08
7th match (D/N),Rajasthan Royals,Kolkata Knight Riders,Iqbal Abdulla,not out,1.0,2.0,0.0,0.0,0.0,50.0,normal player,not out,no bowler,no fielder,0,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,JD Ryder,run out (Kumar),8.0,8.0,23.0,0.0,0.0,100.0,normal player,run out,no bowler,no fielder,0,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,SC Ganguly,c Valthaty b Mascarenhas,20.0,18.0,19.0,3.0,0.0,111.11,captain,caught,Mascarenhas,Valthaty,1,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,MN Samuels,b Harmeet Singh,46.0,39.0,46.0,4.0,2.0,117.94,normal player,bowled,Harmeet Singh,no fielder,0,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,RV Uthappa,b Harmeet Singh,40.0,33.0,59.0,2.0,2.0,121.21,wicket keeper,bowled,Harmeet Singh,no fielder,0,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,CJ Ferguson,c & b Harmeet Singh,3.0,6.0,7.0,0.0,0.0,50.0,normal player,caught,Harmeet Singh,Harmeet Singh,1,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,SPD Smith,b Faulkner,25.0,12.0,17.0,0.0,3.0,208.33,normal player,bowled,Faulkner,no fielder,0,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,MK Pandey,not out,12.0,4.0,11.0,1.0,1.0,300.0,normal player,not out,no bowler,no fielder,0,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,R Sharma,not out,0.0,2.0,2.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,AC Gilchrist,run out (Smith/†Uthappa),6.0,11.0,16.0,1.0,0.0,54.54,captain & wicket keeper,run out,no bowler,no fielder,0,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,PC Valthaty,run out (Smith/Kartik),1.0,5.0,9.0,0.0,0.0,20.0,normal player,run out,no bowler,no fielder,0,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,Mandeep Singh,c †Uthappa b Ryder,24.0,23.0,37.0,3.0,0.0,104.34,normal player,caught,Ryder,†Uthappa,1,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,AM Nayar,c Ganguly b Nehra,24.0,28.0,44.0,2.0,0.0,85.71,normal player,caught,Nehra,Ganguly,1,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,DJ Hussey,b Sharma,18.0,17.0,19.0,0.0,1.0,105.88,normal player,bowled,Sharma,no fielder,0,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,PP Chawla,c Pandey b Sharma,16.0,8.0,11.0,2.0,1.0,200.0,normal player,caught,Sharma,Pandey,1,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,AD Mascarenhas,c Ryder b Samuels,5.0,5.0,13.0,0.0,0.0,100.0,normal player,caught,Samuels,Ryder,1,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,Bipul Sharma,not out,35.0,18.0,23.0,3.0,2.0,194.44,normal player,not out,no bowler,no fielder,0,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,JP Faulkner,c Ganguly b Dinda,3.0,4.0,10.0,0.0,0.0,75.0,normal player,caught,Dinda,Ganguly,1,2012-04-08
8th match (N),Pune Warriors,Kings XI Punjab,P Kumar,not out,1.0,2.0,4.0,0.0,0.0,50.0,normal player,not out,no bowler,no fielder,0,2012-04-08
9th match (N),Deccan Chargers,Mumbai Indians,PA Patel,c Sharma b Patel,1.0,5.0,6.0,0.0,0.0,20.0,wicket keeper,caught,Patel,Sharma,1,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,S Dhawan,c Pollard b Malinga,41.0,24.0,30.0,2.0,4.0,170.83,normal player,caught,Malinga,Pollard,1,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,B Chipli,c Malinga b Patel,1.0,6.0,5.0,0.0,0.0,16.66,normal player,caught,Patel,Malinga,1,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,DT Christian,c Pollard b Patel,39.0,36.0,73.0,1.0,2.0,108.33,normal player,caught,Patel,Pollard,1,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,KC Sangakkara,b Patel,14.0,19.0,30.0,1.0,0.0,73.68,captain,bowled,Patel,no fielder,0,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,CL White,not out,30.0,22.0,36.0,1.0,2.0,136.36,normal player,not out,no bowler,no fielder,0,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,DB Ravi Teja,b Malinga,4.0,2.0,1.0,1.0,0.0,200.0,normal player,bowled,Malinga,no fielder,0,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,A Mishra,c Patel b Malinga,0.0,2.0,2.0,0.0,0.0,0.0,normal player,caught,Malinga,Patel,1,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,DW Steyn,b Pollard,2.0,2.0,4.0,0.0,0.0,100.0,normal player,bowled,Pollard,no fielder,0,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,Ankit Sharma,c Rayudu b Pollard,1.0,2.0,1.0,0.0,0.0,50.0,normal player,caught,Pollard,Rayudu,1,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,TL Suman,c & b Steyn,5.0,9.0,7.0,1.0,0.0,55.55,normal player,caught,Steyn,Steyn,1,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,RE Levi,b Steyn,3.0,9.0,15.0,0.0,0.0,33.33,normal player,bowled,Steyn,no fielder,0,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,RG Sharma,not out,73.0,50.0,84.0,4.0,5.0,146.0,normal player,not out,no bowler,no fielder,0,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,AT Rayudu,c Dhawan b Mishra,19.0,24.0,30.0,1.0,0.0,79.16,normal player,caught,Mishra,Dhawan,1,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,KA Pollard,c Dhawan b Christian,24.0,18.0,21.0,0.0,3.0,133.33,normal player,caught,Christian,Dhawan,1,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,KD Karthik,b Steyn,7.0,6.0,12.0,1.0,0.0,116.66,wicket keeper,bowled,Steyn,no fielder,0,2012-04-09
9th match (N),Deccan Chargers,Mumbai Indians,JEC Franklin,not out,7.0,4.0,10.0,1.0,0.0,175.0,normal player,not out,no bowler,no fielder,0,2012-04-09
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,JH Kallis,c †de Villiers b Vettori,22.0,23.0,28.0,3.0,1.0,95.65,normal player,caught,Vettori,†de Villiers,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,G Gambhir,c Patel b Khan,64.0,39.0,77.0,9.0,1.0,164.1,captain,caught,Khan,Patel,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,MS Bisla,st †de Villiers b Muralitharan,46.0,29.0,29.0,2.0,3.0,158.62,wicket keeper,stumped,Muralitharan,†de Villiers,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,YK Pathan,c Gayle b Vinay Kumar,1.0,3.0,3.0,0.0,0.0,33.33,normal player,caught,Vinay Kumar,Gayle,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,MK Tiwary,c Agarwal b Khan,2.0,5.0,17.0,0.0,0.0,40.0,normal player,caught,Khan,Agarwal,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,RN ten Doeschate,c Vettori b Muralitharan,3.0,4.0,5.0,0.0,0.0,75.0,normal player,caught,Muralitharan,Vettori,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,Shakib Al Hasan,c Pujara b Vinay Kumar,4.0,4.0,8.0,0.0,0.0,100.0,normal player,caught,Vinay Kumar,Pujara,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,LR Shukla,c Khan b Patel,5.0,8.0,10.0,0.0,0.0,62.5,normal player,caught,Patel,Khan,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,B Lee,not out,8.0,4.0,8.0,0.0,1.0,200.0,normal player,not out,no bowler,no fielder,0,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,R Bhatia,not out,4.0,1.0,3.0,1.0,0.0,400.0,normal player,not out,no bowler,no fielder,0,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,CA Pujara,c Pathan b Kallis,6.0,9.0,9.0,0.0,1.0,66.66,normal player,caught,Kallis,Pathan,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,c Shukla b Kallis,2.0,8.0,17.0,0.0,0.0,25.0,normal player,caught,Kallis,Shukla,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,V Kohli,c Tiwary b Balaji,6.0,14.0,20.0,1.0,0.0,42.85,normal player,caught,Balaji,Tiwary,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,AB de Villiers,b Balaji,10.0,10.0,19.0,1.0,0.0,100.0,wicket keeper,bowled,Balaji,no fielder,0,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,SS Tiwary,c Shukla b ten Doeschate,18.0,19.0,45.0,1.0,0.0,94.73,normal player,caught,ten Doeschate,Shukla,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,MA Agarwal,c Gambhir b Balaji,5.0,6.0,11.0,0.0,0.0,83.33,normal player,caught,Balaji,Gambhir,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,DL Vettori,b Balaji,20.0,12.0,13.0,3.0,1.0,166.66,captain,bowled,Balaji,no fielder,0,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,R Vinay Kumar,c Shukla b Shakib Al Hasan,25.0,26.0,34.0,0.0,1.0,96.15,normal player,caught,Shakib Al Hasan,Shukla,1,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,HV Patel,b Shakib Al Hasan,10.0,9.0,15.0,1.0,0.0,111.11,normal player,bowled,Al Hasan,no fielder,0,2012-04-10
10th match (D/N),Kolkata Knight Riders,Royal Challengers Bangalore,Z Khan,not out,11.0,7.0,6.0,1.0,0.0,157.14,normal player,not out,no bowler,no fielder,0,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,F du Plessis,c van der Merwe b Morkel,15.0,12.0,14.0,3.0,0.0,125.0,normal player,caught,Morkel,van der Merwe,1,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,M Vijay,run out (Pathan/Jayawardene),0.0,0.0,1.0,0.0,0.0,0.0,normal player,run out,no bowler,no fielder,0,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,SK Raina,run out (Nagar/†Ojha),17.0,16.0,28.0,0.0,2.0,106.25,normal player,run out,no bowler,no fielder,0,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,S Badrinath,run out (Pietersen/†Ojha),15.0,16.0,31.0,1.0,1.0,93.75,normal player,run out,no bowler,no fielder,0,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,RA Jadeja,c †Ojha b Pathan,13.0,17.0,18.0,1.0,0.0,76.47,normal player,caught,Pathan,†Ojha,1,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,DJ Bravo,b Yadav,22.0,31.0,32.0,1.0,0.0,70.96,normal player,bowled,Yadav,no fielder,0,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,MS Dhoni,c Jayawardene b Morkel,11.0,18.0,23.0,0.0,0.0,61.11,captain & wicket keeper,caught,Morkel,Jayawardene,1,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,JA Morkel,not out,2.0,3.0,12.0,0.0,0.0,66.66,normal player,not out,no bowler,no fielder,0,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,R Ashwin,run out (Sehwag/†Ojha),8.0,5.0,3.0,1.0,0.0,160.0,normal player,run out,no bowler,no fielder,0,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,SB Jakati,not out,1.0,2.0,2.0,0.0,0.0,50.0,normal player,not out,no bowler,no fielder,0,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,NV Ojha,run out (du Plessis/Ashwin),14.0,12.0,17.0,3.0,0.0,116.66,wicket keeper,run out,no bowler,no fielder,0,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,V Sehwag,c Vijay b Ashwin,33.0,21.0,26.0,4.0,1.0,157.14,captain,caught,Ashwin,Vijay,1,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,KP Pietersen,not out,43.0,26.0,36.0,3.0,2.0,165.38,normal player,not out,no bowler,no fielder,0,2012-04-10
11th match (N),Chennai Super Kings,Delhi Daredevils,DPMD Jayawardene,not out,20.0,21.0,27.0,1.0,0.0,95.23,normal player,not out,no bowler,no fielder,0,2012-04-10
12th match (N),Mumbai Indians,Rajasthan Royals,RE Levi,b Hogg,29.0,22.0,39.0,4.0,1.0,131.81,normal player,bowled,Hogg,no fielder,0,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,TL Suman,c Trivedi b Singh,10.0,10.0,13.0,0.0,1.0,100.0,normal player,caught,Singh,Trivedi,1,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,RG Sharma,b Hogg,21.0,13.0,14.0,2.0,1.0,161.53,normal player,bowled,Hogg,no fielder,0,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,AT Rayudu,not out,47.0,32.0,64.0,1.0,3.0,146.87,normal player,not out,no bowler,no fielder,0,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,KA Pollard,c Rahane b Chavan,64.0,33.0,39.0,6.0,4.0,193.93,normal player,caught,Chavan,Rahane,1,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,KD Karthik,c Trivedi b Cooper,0.0,1.0,3.0,0.0,0.0,0.0,wicket keeper,caught,Cooper,Trivedi,1,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,JEC Franklin,c Rahane b Singh,2.0,3.0,4.0,0.0,0.0,66.66,normal player,caught,Singh,Rahane,1,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,Harbhajan Singh,not out,18.0,6.0,4.0,1.0,2.0,300.0,captain,not out,no bowler,no fielder,0,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,R Dravid,c Suman b Patel,3.0,5.0,6.0,0.0,0.0,60.0,captain,caught,Patel,Suman,1,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,AM Rahane,c Levi b Pollard,40.0,31.0,50.0,4.0,2.0,129.03,normal player,caught,Pollard,Levi,1,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,SP Goswami,c †Karthik b Patel,0.0,1.0,1.0,0.0,0.0,0.0,wicket keeper,caught,Patel,†Karthik,1,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,OA Shah,b Malinga,76.0,42.0,57.0,5.0,5.0,180.95,normal player,bowled,Malinga,no fielder,0,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,AL Menaria,c Sharma b Pollard,20.0,15.0,38.0,2.0,1.0,133.33,normal player,caught,Pollard,Sharma,1,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,J Botha,c Pollard b Malinga,2.0,3.0,2.0,0.0,0.0,66.66,normal player,caught,Malinga,Pollard,1,2012-04-11
12th match (N),Mumbai Indians,Rajasthan Royals,KK Cooper,b Patel,14.0,6.0,14.0,0.0,2.0,233.33,normal player,bowled,Patel,no fielder,0,2012-04-11
